year,month,day,U,匿名,C,author_total,信報網,星島日報網,香港經濟日報網,香港經濟日報(即時新聞),東方報業集團,新城廣播有限公司,香港01,雅虎(香港),巴士的報,頭條日報網,星島頭條網,HKExnews 披露易,新浪網(香港),Line Today,經濟通,中國評論新聞網,阿思達克財經網,Facebook香港,Instagram香港,YouTube 香港,publisher_total,keywords_total,correlation_keyword0,correlation_value0,correlation_keyword1,correlation_value1,correlation_keyword2,correlation_value2
2020,10,15,49,0,13,62,8,0,16,6,0,0,0,1,0,0,0,0,0,0,12,6,0,10,0,3,62,198,market,24,Kong,22,investors,21
2020,10,22,8,0,1,9,3,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,49,ESG,6,market,4,will,4
2020,10,29,14,0,4,18,5,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,2,4,0,0,18,100,market,7,ESG,6,financial,4
2020,11,5,20,0,8,28,2,0,5,1,0,2,2,1,2,0,0,0,0,0,4,1,0,7,0,1,28,159,ESG,12,more,7,climate,6
2020,11,12,44,0,8,52,9,1,4,2,0,3,3,3,7,0,0,0,1,0,2,1,8,5,1,2,52,165,ESG,28,green,20,will,15
2020,11,19,32,0,4,36,9,1,6,1,1,0,1,1,1,0,0,0,2,0,6,2,1,4,0,0,36,134,year,13,more,10,Kong,10
2020,11,26,36,0,7,43,13,1,4,1,3,1,1,0,2,3,0,0,0,2,3,2,0,6,0,1,43,183,will,19,market,13,ESG,12
2020,12,3,24,0,3,27,3,0,1,1,1,0,0,0,0,0,0,0,0,0,12,0,6,3,0,0,27,80,development,16,sustainable,13,epidemic,11
2020,12,10,25,0,3,28,2,0,6,1,1,0,0,1,0,1,0,0,0,0,10,0,3,3,0,0,28,113,China,8,will,8,assets,8
2020,12,17,29,0,6,35,1,0,2,1,1,3,1,10,0,1,0,0,0,0,3,6,0,6,0,0,35,175,will,10,financial,8,year,7
2020,12,24,49,0,4,53,6,0,13,5,1,0,1,15,1,1,0,0,0,0,1,2,3,1,2,1,53,174,ESG,26,will,20,China,19
2020,12,31,43,0,3,46,2,2,19,2,0,0,0,4,1,0,0,0,0,0,13,0,0,2,0,1,46,95,China,29,will,28,Investment,25
2021,1,7,84,0,5,89,2,1,9,2,4,0,9,9,12,2,4,0,0,0,11,17,2,4,1,0,89,169,China,53,agreement,43,will,42
2021,1,14,67,0,2,69,1,0,28,0,3,2,1,11,2,2,4,0,0,0,8,4,1,2,0,0,69,152,will,35,ESG,31,economic,20
2021,1,21,37,0,4,41,1,0,5,2,4,0,0,8,5,0,1,0,0,0,7,2,2,4,0,0,41,147,will,12,ESG,9,management,9
2021,1,28,95,0,15,110,3,1,44,5,2,0,3,16,0,0,2,0,0,1,10,0,8,14,0,1,110,228,Kong,48,will,45,green,30
2021,2,4,59,0,9,68,2,0,28,3,1,0,2,9,0,2,0,0,0,0,3,7,2,9,0,0,68,165,will,25,ESG,20,more,20
2021,2,11,49,0,5,54,4,1,19,3,2,0,3,9,1,1,0,0,0,0,6,0,0,5,0,0,54,172,ESG,19,US,19,more,18
2021,2,18,11,0,6,17,1,0,3,0,1,0,0,4,0,0,0,0,0,2,0,0,0,5,0,1,17,94,ESG,6,will,5,market,5
2021,2,25,99,0,12,111,5,1,62,8,4,0,0,6,0,3,3,0,0,1,6,0,0,10,1,1,111,187,ESG,64,will,45,green,29
2021,3,4,60,0,9,69,5,0,32,3,1,0,2,10,0,0,0,0,0,0,3,0,4,7,1,1,69,216,will,25,Asia,18,Investment,18
2021,3,11,38,0,8,46,4,0,9,1,2,0,1,10,0,1,0,0,0,1,8,1,0,8,0,0,46,171,ESG,17,will,12,Kong,11
2021,3,18,54,0,10,64,2,0,33,6,0,0,2,10,0,0,0,0,0,0,1,0,0,9,0,1,64,153,ESG,53,ICBC,33,Asia,33
2021,3,25,54,0,13,67,4,0,24,5,0,0,0,6,1,0,0,0,0,0,13,0,1,12,0,1,67,256,ESG,34,ET,11,theme,11
2021,4,1,42,0,11,53,6,0,13,1,0,0,1,9,1,0,0,0,0,0,11,0,0,9,0,2,53,215,ESG,22,also,13,will,12
2021,4,8,22,0,5,27,0,0,4,1,1,0,3,7,0,0,0,0,0,0,6,0,0,5,0,0,27,111,will,12,plan,11,US,9
2021,4,15,36,0,7,43,2,0,15,3,1,0,1,0,0,0,0,0,0,0,8,4,2,6,0,1,43,161,ESG,12,development,11,carbon,11
2021,4,22,35,0,6,41,6,0,17,3,1,0,1,1,0,0,0,0,0,0,3,3,0,6,0,0,41,123,ESG,22,will,14,year,12
