year,month,day,U,匿名,C,author_total,信報網,星島日報網,香港經濟日報網,香港經濟日報(即時新聞),東方報業集團,新城廣播有限公司,香港01,雅虎(香港),巴士的報,頭條日報網,星島頭條網,HKExnews 披露易,新浪網(香港),Line Today,經濟通,中國評論新聞網,阿思達克財經網,Facebook香港,Instagram香港,YouTube 香港,publisher_total,keywords_total,correlation_keyword0,correlation_value0,correlation_keyword1,correlation_value1,correlation_keyword2,correlation_value2
2020,10,15,19,0,7,26,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,7,0,0,26,87,2020,15,Release,14,Time,14
2020,10,22,29,0,1,30,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,1,0,0,30,46,2020,25,Release,24,Time,24
2020,10,29,38,0,1,39,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,2,1,0,0,39,70,Release,35,Time,35,2020,35
2020,11,5,11,0,3,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,14,45,2020,11,Information,11,Release,11
2020,11,12,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,6,31,2020,4,Release,4,Time,4
2020,11,19,23,0,3,26,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,3,0,0,26,84,Release,12,Time,12,2020,12
2020,11,26,17,0,2,19,0,1,2,1,0,0,0,0,0,2,0,11,0,0,0,0,0,1,1,0,19,66,2020,12,Release,11,Time,11
2020,12,3,31,0,6,37,2,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,6,0,0,37,88,2020,22,Release,21,Time,21
2020,12,10,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,46,2020,28,Release,28,Time,28
2020,12,17,74,0,2,76,4,0,0,0,0,0,0,0,0,0,0,68,0,0,1,0,1,0,2,0,76,112,2020,71,Stock,69,Release,68
2020,12,24,58,0,0,58,0,0,0,0,0,0,0,1,0,0,0,57,0,0,0,0,0,0,0,0,58,73,2020,57,Release,57,Time,57
2020,12,31,45,0,1,46,0,0,0,0,0,0,0,1,1,0,0,42,0,0,1,0,0,1,0,0,46,79,2020,42,Release,42,Time,42
2021,1,7,5,0,1,6,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,6,32,Release,4,Time,4,2021,4
2021,1,14,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,15,27,title,14,stock,14,Financial,14
2021,1,21,11,0,2,13,1,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,2,0,0,13,57,ESG,9,title,7,stock,7
